id,title,description,group
4128,Amazon Searches for Its Next Big Hit,The tech giant has built three wildly successful businesses. It’s been toiling for years to find a “fourth pillar.”,106
4129,"People Are Streaming Pirated Movies on TikTok, One Short Clip at a Time","The videos violate copyright laws, but they remain available—for now.",50
2971,Biden Picks Jack Lew as Envoy to Israel During Time of Friction,"Mr. Lew, a former Treasury secretary, would bring stature and a low-key style to the assignment of representing the president to Prime Minister Benjamin Netanyahu’s government.",89
2972,Buyer of Trump’s Truth Social Gets More Time to Complete Merger,Shareholders in a shell company that has been trying for nearly two years to merge with former President Donald Trump’s media company approved a 12-month extension to complete the deal.,28
2973,Federal Court Again Strikes Down Alabama’s Congressional Map,"Republicans failed to comply with a court order to create a second majority Black district or something “close to it,” the judicial panel said.",19
2974,North Korea Finds New Leverage in the Ukraine War,"Kim Jong-un is likely to seek missile and warhead technology in an expected visit to Russia, and he is already getting a public embrace he has long sought.",122
554,‘Abortion until the day of birth’ is evocative — but misleading,"Candidates participating in the Republican debate spoke out against something that’s rare — or, in some cases, non-existent.",74
546,Ratings for first Republican debate of 2024 couldn’t compare with 2016 ,Roughly 12.8 million watched the Fox News GOP debate that lacked Donald Trump -- a big number for cable TV these days but far fewer than watched in 2015.,2
550,"For every six Republican debate-watchers, one watched Trump instead","About 5 percent of Republicans report watching the former president’s conversation with Tucker Carlson, compared with 15 percent who watched the whole debate.",2
551,It wasn’t just his personality that prompted those attacks on Ramaswamy,It’s another indicator of how Ron DeSantis’s star has fallen.,52
552,Our Republican debate poll finds Ron DeSantis and Vivek Ramaswamy won,A Washington Post/FiveThirtyEight/Ipsos poll survyed likely Republican voters before and after the debate,48
547,Some undersold moments from the first Republican debate,"Breaking down DeSantis’s squeamish response on Pence and Jan. 6, Pence’s conspicuous “contrition” reference to Trump, and other moments that haven’t gotten their due.",97
548,The winners and losers from the first Republican debate,Donald Trump was the big winner. Ron DeSantis and the Republican Party’s political pride didn’t fare so well.,56
655,Georgia mom confirmed dead two years after she disappeared,"A Georgia mother who vanished more than two years ago has been confirmed dead after her remains were found in a rural area of Meriwether County, officials announced.",51
2975,Consistent Signs of Erosion in Black and Hispanic Support for Biden,It’s a weakness that could manifest itself as low Democratic turnout even if Trump and Republicans don’t gain among those groups.,15
556,When is the second Republican debate? What to expect next round.,The eight contenders who participated in the first debate Wednesday will have to clear a higher bar to participate next time.,2
557,Vivek Ramaswamy makes an impression at one New Hampshire debate watch party,"At an event attended mostly by undecided Republican voters, Ramaswamy was the crowd favorite in a field of more experienced political figures, including Florida Gov. Ron DeSantis.",36
558,Republican rivals clash sharply in combative debate with no Trump,"The debate often pivoted around fiery exchanges, including several involving entrepreneur Vivek Ramaswamy, a first-time millennial candidate.",2
559,Tucker did his best to drag Trump into his political violence fantasies,"During a discussion positioned as a counterpoint to the Republican debate, the former Fox News host repeatedly goaded Trump with questions about assassination.",2
560,"Without Trump, Republican debate attacks focus on Ramaswamy and Biden","Here are the candidates that talked most during the Republican debate and which opponents were attacked most often, visualized.",2
561,Trump gambles on finding strength in indictments instead of debate,The former president and his team were happy with the decision not to participate in the first Republican debate in Milwaukee.,2
562,Vivek Ramaswamy won the online attention contest in the GOP debate,"Well, except for Donald Trump.",36
564,"Fifty years of investigations on Trump, visualized","Donald Trump has been investigated in every decade of his adult life by federal and state agencies, among others. A timeline of investigations since 1972.",6
565,Fact-checking the first Republican primary debate ,Here’s our roundup of fishy claims in the first GOP debate of the 2024 election cycle.,2
569,Why Are Trump’s Accused Co-Conspirators Smiling for Their Mug Shots?,"A booking photo normally reflects gravity, bewilderment or even surprise. That is not the case with some of the former president’s co-defendants.",49
575,"Vivek Ramaswamy Is Happy to Be Talked About, Even if His Name Is Said Wrong","At the debate and on the campaign trail, rivals, pundits and voters have stumbled on his name. (Rhymes with “cake,” he says.)",36
570,G.O.P. Chair Says Candidates Must Talk About Abortion to Win in 2024,"Republican rivals spent more time talking about abortion than any other single issue during the first debate, exposing divisions around a federal ban.",74
571,"Biden Didn’t Hear Question on Maui He Appeared to Brush Off, White House Says","The president has faced criticism that his “no comment,” in apparent response to a query on the mounting death toll of the wildfires, was callous.",103
572,Trump’s Mug Shot Is Released After Booking at Fulton County Jail,"The former president spent about 20 minutes at the Fulton County Jail, submitting to some of the routines of criminal defendant intake. He was fingerprinted and had his photo taken.",49
573,Biden’s Trip to Lake Tahoe Has Not Been Free From Presidential Business,President Biden’s weeklong vacation to Lake Tahoe has been punctuated by crises at home and abroad.,44
574,"Who Is Steve Sadow, Trump’s New Defense Lawyer?","The former president has hired Steven H. Sadow, a veteran Atlanta defense lawyer who has handled a number of high-profile cases, to lead his team there.",0
576,"Albert Quie, Conservative Who Was Ahead of His Time, Dies at 99","As a Republican member of the House of Representatives from Minnesota and as the state’s governor, he became identified with Christian piety and limited government.",11
578,C.F.T.C. Weighs Proposal to Allow U.S. Betting on Control of Congress,"A New York exchange wants to allow high-dollar trading on the partisan divide on Capitol Hill, but lawmakers and watchdogs worry it could undermine public confidence in elections.",64
579,U.S. Says It Will Take Time to Confirm Prigozhin Was Killed in Plane Crash,"The Wagner Group has not confirmed its leader’s death, nor has the Russian government.",51
